venda_id,data_venda,ano,mes,ano_mes,trimestre,dia_semana,produto_id,produto,categoria,quantidade,preco_unitario,desconto,custo_unitario,custo_total,valor_total,lucro,margem_pct,regiao,cidade,canal,forma_pagamento,cliente_id
110303,2024-01-18,2024,1,2024-01,T1,Thursday,1017,Azeite Extra Virgem,Alimentos,2,66.45,0.05,28.79,57.58,126.26,68.68,54.4,Nordeste,Salvador,App,Cartao De Debito,194
105276,2024-01-18,2024,1,2024-01,T1,Thursday,1020,Bicicleta,Esportes,4,932.48,0.15,640.91,2563.64,3170.43,606.79,19.1,Sul,Nao Informado,App,Pix,265
102987,2024-01-18,2024,1,2024-01,T1,Thursday,1008,Tenis,Vestuario,3,405.85,0.0,97.94,293.82,1217.55,923.73,75.9,Sul,Florianopolis,Loja Fisica,Pix,339
103007,2024-01-18,2024,1,2024-01,T1,Thursday,1021,Perfume,Beleza,2,235.41,0.0,98.2,196.4,470.82,274.42,58.3,Nordeste,Salvador,Loja Fisica,Cartao De Credito,182
106160,2024-01-18,2024,1,2024-01,T1,Thursday,1007,Calca Jeans,Vestuario,2,180.96,0.0,75.6,151.2,361.92,210.72,58.2,Sul,Porto Alegre,E-commerce,Pix,769
100888,2024-01-18,2024,1,2024-01,T1,Thursday,1014,Cortina,Casa e Decoracao,1,210.43,0.15,80.34,80.34,178.87,98.53,55.1,Norte,Manaus,Loja Fisica,Dinheiro,785
111290,2024-01-18,2024,1,2024-01,T1,Thursday,1011,Luminaria,Casa e Decoracao,2,96.53,0.0,45.44,90.88,193.06,102.18,52.9,Norte,Manaus,App,Boleto,483
106428,2024-01-18,2024,1,2024-01,T1,Thursday,1020,Bicicleta,Esportes,2,932.48,0.0,640.91,1281.82,1864.96,583.14,31.3,Centro-Oeste,Goiania,Loja Fisica,Pix,371
108419,2024-01-18,2024,1,2024-01,T1,Thursday,1021,Perfume,Beleza,2,235.41,0.15,98.2,196.4,400.2,203.8,50.9,Sudeste,Sao Paulo,E-commerce,Boleto,451
103505,2024-01-18,2024,1,2024-01,T1,Thursday,1013,Almofada,Casa e Decoracao,1,33.06,0.2,20.74,20.74,26.45,5.71,21.6,Nordeste,Fortaleza,App,Dinheiro,15
103438,2024-01-18,2024,1,2024-01,T1,Thursday,1008,Tenis,Vestuario,3,405.85,0.0,97.94,293.82,1217.55,923.73,75.9,Centro-Oeste,Brasilia,Loja Fisica,Cartao De Credito,726
104670,2024-01-18,2024,1,2024-01,T1,Thursday,1017,Azeite Extra Virgem,Alimentos,2,66.45,0.0,28.79,57.58,132.9,75.32,56.7,Centro-Oeste,Brasilia,App,Cartao De Debito,128
109540,2024-01-19,2024,1,2024-01,T1,Friday,1020,Bicicleta,Esportes,3,932.48,0.1,640.91,1922.73,2517.7,594.97,23.6,Sudeste,Rio de Janeiro,App,Dinheiro,425
110192,2024-01-19,2024,1,2024-01,T1,Friday,1018,Bola de Futebol,Esportes,4,150.12,0.0,53.27,213.08,600.48,387.4,64.5,Nordeste,Fortaleza,E-commerce,Boleto,377
100435,2024-01-19,2024,1,2024-01,T1,Friday,1015,Cafe Especial,Alimentos,4,67.68,0.1,26.46,105.84,243.65,137.81,56.6,Sudeste,Rio de Janeiro,Loja Fisica,Cartao De Credito,642
105871,2024-01-19,2024,1,2024-01,T1,Friday,1010,Vestido,Vestuario,1,301.62,0.0,92.56,92.56,301.62,209.06,69.3,Sul,Porto Alegre,Loja Fisica,Cartao De Debito,723
103234,2024-01-19,2024,1,2024-01,T1,Friday,1002,Fone de Ouvido,Eletronicos,2,636.23,0.0,64.73,129.46,1272.46,1143.0,89.8,Norte,Belem,Loja Fisica,Dinheiro,4
109371,2024-01-19,2024,1,2024-01,T1,Friday,1004,Tablet,Eletronicos,3,958.97,0.1,701.26,2103.78,2589.22,485.44,18.7,Nordeste,Fortaleza,Loja Fisica,Cartao De Debito,346
101648,2024-01-19,2024,1,2024-01,T1,Friday,1008,Tenis,Vestuario,1,405.85,0.1,97.94,97.94,365.27,267.33,73.2,Norte,Manaus,E-commerce,Pix,282
103476,2024-01-19,2024,1,2024-01,T1,Friday,1010,Vestido,Vestuario,1,301.62,0.15,92.56,92.56,256.38,163.82,63.9,Centro-Oeste,Brasilia,Loja Fisica,Dinheiro,473
106739,2024-01-19,2024,1,2024-01,T1,Friday,1002,Fone de Ouvido,Eletronicos,2,636.23,0.05,64.73,129.46,1208.84,1079.38,89.3,Nordeste,Recife,Loja Fisica,Cartao De Credito,460
104142,2024-01-20,2024,1,2024-01,T1,Saturday,1010,Vestido,Vestuario,1,301.62,0.0,92.56,92.56,301.62,209.06,69.3,Nordeste,Fortaleza,Loja Fisica,Cartao De Credito,36
108462,2024-01-20,2024,1,2024-01,T1,Saturday,1002,Fone de Ouvido,Eletronicos,2,636.23,0.0,64.73,129.46,1272.46,1143.0,89.8,Norte,Nao Informado,App,Dinheiro,363
107000,2024-01-20,2024,1,2024-01,T1,Saturday,1017,Azeite Extra Virgem,Alimentos,1,66.45,0.2,28.79,28.79,53.16,24.37,45.8,Norte,Belem,E-commerce,Pix,593
103174,2024-01-20,2024,1,2024-01,T1,Saturday,1017,Azeite Extra Virgem,Alimentos,1,66.45,0.0,28.79,28.79,66.45,37.66,56.7,Nordeste,Nao Informado,E-commerce,Pix,154
108534,2024-01-20,2024,1,2024-01,T1,Saturday,1015,Cafe Especial,Alimentos,3,67.68,0.05,26.46,79.38,192.89,113.51,58.8,Nordeste,Recife,E-commerce,Pix,604
102957,2024-01-20,2024,1,2024-01,T1,Saturday,1020,Bicicleta,Esportes,1,932.48,0.1,640.91,640.91,839.23,198.32,23.6,Centro-Oeste,Goiania,E-commerce,Cartao De Credito,403
100942,2024-01-20,2024,1,2024-01,T1,Saturday,1012,Jogo de Panelas,Casa e Decoracao,1,378.74,0.1,165.95,165.95,340.87,174.92,51.3,Centro-Oeste,Goiania,E-commerce,Dinheiro,401
110345,2024-01-20,2024,1,2024-01,T1,Saturday,1016,Chocolate Premium,Alimentos,5,58.81,0.05,12.14,60.7,279.35,218.65,78.3,Centro-Oeste,Goiania,E-commerce,Cartao De Debito,174
109915,2024-01-20,2024,1,2024-01,T1,Saturday,1011,Luminaria,Casa e Decoracao,3,96.53,0.2,45.44,136.32,231.67,95.35,41.2,Centro-Oeste,Goiania,E-commerce,Cartao De Debito,524
108267,2024-01-20,2024,1,2024-01,T1,Saturday,1021,Perfume,Beleza,1,235.41,0.0,98.2,98.2,235.41,137.21,58.3,Sudeste,Sao Paulo,App,Cartao De Debito,746
100250,2024-01-20,2024,1,2024-01,T1,Saturday,1002,Fone de Ouvido,Eletronicos,1,636.23,0.0,64.73,64.73,636.23,571.5,89.8,Norte,Belem,E-commerce,Boleto,348
101188,2024-01-21,2024,1,2024-01,T1,Sunday,1016,Chocolate Premium,Alimentos,1,58.81,0.05,12.14,12.14,55.87,43.73,78.3,Sudeste,Sao Paulo,E-commerce,Pix,449
100805,2024-01-21,2024,1,2024-01,T1,Sunday,1001,Notebook,Eletronicos,2,3581.1,0.05,2220.02,4440.04,6804.09,2364.05,34.7,Nordeste,Fortaleza,Loja Fisica,Pix,56
109445,2024-01-21,2024,1,2024-01,T1,Sunday,1004,Tablet,Eletronicos,1,958.97,0.0,701.26,701.26,958.97,257.71,26.9,Sul,Curitiba,E-commerce,Cartao De Debito,417
107573,2024-01-21,2024,1,2024-01,T1,Sunday,1022,Kit Skincare,Beleza,2,143.23,0.15,61.92,123.84,243.49,119.65,49.1,Sudeste,Sao Paulo,Loja Fisica,Dinheiro,447
111262,2024-01-21,2024,1,2024-01,T1,Sunday,1007,Calca Jeans,Vestuario,2,180.96,0.1,75.6,151.2,325.73,174.53,53.6,Norte,Belem,App,Boleto,68
103997,2024-01-21,2024,1,2024-01,T1,Sunday,1019,Halteres,Esportes,2,290.04,0.0,107.57,215.14,580.08,364.94,62.9,Sul,Florianopolis,E-commerce,Cartao De Credito,40
109460,2024-01-21,2024,1,2024-01,T1,Sunday,1011,Luminaria,Casa e Decoracao,5,96.53,0.0,45.44,227.2,482.65,255.45,52.9,Nordeste,Nao Informado,Loja Fisica,Dinheiro,307
110393,2024-01-21,2024,1,2024-01,T1,Sunday,1019,Halteres,Esportes,1,290.04,0.2,107.57,107.57,232.03,124.46,53.6,Norte,Manaus,App,Pix,481
102264,2024-01-21,2024,1,2024-01,T1,Sunday,1006,Camiseta,Vestuario,1,50.18,0.0,25.27,25.27,50.18,24.91,49.6,Sul,Florianopolis,App,Cartao De Debito,509
110731,2024-01-22,2024,1,2024-01,T1,Monday,1001,Notebook,Eletronicos,1,3581.1,0.2,2220.02,2220.02,2864.88,644.86,22.5,Sudeste,Rio de Janeiro,E-commerce,Cartao De Debito,473
100130,2024-01-22,2024,1,2024-01,T1,Monday,1010,Vestido,Vestuario,2,301.62,0.0,92.56,185.12,603.24,418.12,69.3,Sudeste,Sao Paulo,App,Pix,522
102298,2024-01-22,2024,1,2024-01,T1,Monday,1001,Notebook,Eletronicos,2,3581.1,0.0,2220.02,4440.04,7162.2,2722.16,38.0,Centro-Oeste,Goiania,E-commerce,Pix,417
103566,2024-01-22,2024,1,2024-01,T1,Monday,1003,Smart TV,Eletronicos,1,2850.57,0.05,2035.31,2035.31,2708.04,672.73,24.8,Nordeste,Fortaleza,Loja Fisica,Dinheiro,225
105781,2024-01-22,2024,1,2024-01,T1,Monday,1002,Fone de Ouvido,Eletronicos,3,636.23,0.2,64.73,194.19,1526.95,1332.76,87.3,Centro-Oeste,Brasilia,App,Boleto,347
106436,2024-01-22,2024,1,2024-01,T1,Monday,1005,Mouse Gamer,Eletronicos,2,204.85,0.0,43.5,87.0,409.7,322.7,78.8,Sul,Porto Alegre,App,Cartao De Credito,553
110160,2024-01-22,2024,1,2024-01,T1,Monday,1017,Azeite Extra Virgem,Alimentos,2,66.45,0.0,28.79,57.58,132.9,75.32,56.7,Sul,Porto Alegre,Loja Fisica,Cartao De Credito,149
108694,2024-01-22,2024,1,2024-01,T1,Monday,1012,Jogo de Panelas,Casa e Decoracao,1,378.74,0.0,165.95,165.95,378.74,212.79,56.2,Nordeste,Recife,Loja Fisica,Pix,373
106445,2024-01-22,2024,1,2024-01,T1,Monday,1016,Chocolate Premium,Alimentos,2,58.81,0.0,12.14,24.28,117.62,93.34,79.4,Sul,Curitiba,Loja Fisica,Cartao De Debito,224
100348,2024-01-22,2024,1,2024-01,T1,Monday,1020,Bicicleta,Esportes,1,932.48,0.0,640.91,640.91,932.48,291.57,31.3,Centro-Oeste,Brasilia,E-commerce,Pix,95
110820,2024-01-23,2024,1,2024-01,T1,Tuesday,1020,Bicicleta,Esportes,2,932.48,0.0,640.91,1281.82,1864.96,583.14,31.3,Sudeste,Sao Paulo,App,Boleto,252
102797,2024-01-23,2024,1,2024-01,T1,Tuesday,1013,Almofada,Casa e Decoracao,1,33.06,0.2,20.74,20.74,26.45,5.71,21.6,Norte,Belem,Loja Fisica,Pix,177
109296,2024-01-23,2024,1,2024-01,T1,Tuesday,1000,Smartphone,Eletronicos,5,1360.88,0.0,1004.62,5023.1,6804.4,1781.3,26.2,Sul,Curitiba,Loja Fisica,Boleto,207
108464,2024-01-23,2024,1,2024-01,T1,Tuesday,1023,Secador de Cabelo,Beleza,5,179.55,0.05,72.83,364.15,852.86,488.71,57.3,Centro-Oeste,Goiania,Loja Fisica,Dinheiro,439
104174,2024-01-23,2024,1,2024-01,T1,Tuesday,1015,Cafe Especial,Alimentos,2,67.68,0.2,26.46,52.92,108.29,55.37,51.1,Sul,Curitiba,Loja Fisica,Dinheiro,361
107755,2024-01-23,2024,1,2024-01,T1,Tuesday,1013,Almofada,Casa e Decoracao,1,33.06,0.0,20.74,20.74,33.06,12.32,37.3,Sul,Curitiba,Loja Fisica,Pix,52
103910,2024-01-23,2024,1,2024-01,T1,Tuesday,1011,Luminaria,Casa e Decoracao,2,96.53,0.15,45.44,90.88,164.1,73.22,44.6,Centro-Oeste,Brasilia,Loja Fisica,Pix,296
106896,2024-01-23,2024,1,2024-01,T1,Tuesday,1018,Bola de Futebol,Esportes,3,150.12,0.2,53.27,159.81,360.29,200.48,55.6,Sul,Florianopolis,E-commerce,Cartao De Credito,223
107159,2024-01-23,2024,1,2024-01,T1,Tuesday,1008,Tenis,Vestuario,1,405.85,0.05,97.94,97.94,385.56,287.62,74.6,Centro-Oeste,Goiania,App,Pix,254
105982,2024-01-23,2024,1,2024-01,T1,Tuesday,1019,Halteres,Esportes,1,290.04,0.05,107.57,107.57,275.54,167.97,61.0,Sudeste,Sao Paulo,App,Cartao De Credito,276
111062,2024-01-24,2024,1,2024-01,T1,Wednesday,1002,Fone de Ouvido,Eletronicos,1,636.23,0.0,64.73,64.73,636.23,571.5,89.8,Centro-Oeste,Goiania,Loja Fisica,Cartao De Credito,142
104807,2024-01-24,2024,1,2024-01,T1,Wednesday,1011,Luminaria,Casa e Decoracao,3,96.53,0.0,45.44,136.32,289.59,153.27,52.9,Norte,Belem,Loja Fisica,Cartao De Debito,151
111108,2024-01-24,2024,1,2024-01,T1,Wednesday,1000,Smartphone,Eletronicos,1,1360.88,0.0,1004.62,1004.62,1360.88,356.26,26.2,Norte,Belem,Loja Fisica,Cartao De Credito,597
110930,2024-01-24,2024,1,2024-01,T1,Wednesday,1016,Chocolate Premium,Alimentos,1,58.81,0.0,12.14,12.14,58.81,46.67,79.4,Nordeste,Fortaleza,E-commerce,Cartao De Debito,242
103900,2024-01-24,2024,1,2024-01,T1,Wednesday,1002,Fone de Ouvido,Eletronicos,2,636.23,0.0,64.73,129.46,1272.46,1143.0,89.8,Sudeste,Rio de Janeiro,App,Cartao De Debito,54
104426,2024-01-24,2024,1,2024-01,T1,Wednesday,1017,Azeite Extra Virgem,Alimentos,3,66.45,0.05,28.79,86.37,189.38,103.01,54.4,Centro-Oeste,Brasilia,Loja Fisica,Dinheiro,606
104480,2024-01-24,2024,1,2024-01,T1,Wednesday,1019,Halteres,Esportes,1,290.04,0.0,107.57,107.57,290.04,182.47,62.9,Sul,Curitiba,Loja Fisica,Dinheiro,644
106699,2024-01-24,2024,1,2024-01,T1,Wednesday,1002,Fone de Ouvido,Eletronicos,2,636.23,0.05,64.73,129.46,1208.84,1079.38,89.3,Centro-Oeste,Goiania,App,Pix,240
111390,2024-01-24,2024,1,2024-01,T1,Wednesday,1008,Tenis,Vestuario,2,405.85,0.0,97.94,195.88,811.7,615.82,75.9,Sul,Porto Alegre,Loja Fisica,Cartao De Debito,584
103884,2024-01-24,2024,1,2024-01,T1,Wednesday,1003,Smart TV,Eletronicos,1,2850.57,0.05,2035.31,2035.31,2708.04,672.73,24.8,Nordeste,Recife,Loja Fisica,Cartao De Credito,486
109104,2024-01-24,2024,1,2024-01,T1,Wednesday,1006,Camiseta,Vestuario,1,50.18,0.1,25.27,25.27,45.16,19.89,44.0,Sul,Porto Alegre,App,Pix,549
106584,2024-01-24,2024,1,2024-01,T1,Wednesday,1015,Cafe Especial,Alimentos,1,67.68,0.05,26.46,26.46,64.3,37.84,58.8,Sudeste,Rio de Janeiro,E-commerce,Cartao De Credito,287
108555,2024-01-25,2024,1,2024-01,T1,Thursday,1017,Azeite Extra Virgem,Alimentos,1,66.45,0.05,28.79,28.79,63.13,34.34,54.4,Centro-Oeste,Goiania,Loja Fisica,Pix,706
101619,2024-01-25,2024,1,2024-01,T1,Thursday,1004,Tablet,Eletronicos,5,958.97,0.05,701.26,3506.3,4555.11,1048.81,23.0,Norte,Manaus,E-commerce,Cartao De Debito,246
105788,2024-01-25,2024,1,2024-01,T1,Thursday,1007,Calca Jeans,Vestuario,1,180.96,0.0,75.6,75.6,180.96,105.36,58.2,Sul,Florianopolis,Loja Fisica,Pix,490
111666,2024-01-25,2024,1,2024-01,T1,Thursday,1006,Camiseta,Vestuario,1,50.18,0.0,25.27,25.27,50.18,24.91,49.6,Sudeste,Rio de Janeiro,Loja Fisica,Pix,391
100500,2024-01-25,2024,1,2024-01,T1,Thursday,1011,Luminaria,Casa e Decoracao,1,96.53,0.05,45.44,45.44,91.7,46.26,50.4,Nordeste,Fortaleza,E-commerce,Dinheiro,29
102122,2024-01-25,2024,1,2024-01,T1,Thursday,1000,Smartphone,Eletronicos,2,1360.88,0.15,1004.62,2009.24,2313.5,304.26,13.2,Sudeste,Belo Horizonte,E-commerce,Cartao De Debito,66
104289,2024-01-25,2024,1,2024-01,T1,Thursday,1009,Jaqueta,Vestuario,1,173.9,0.0,132.38,132.38,173.9,41.52,23.9,Norte,Manaus,App,Pix,417
109700,2024-01-25,2024,1,2024-01,T1,Thursday,1011,Luminaria,Casa e Decoracao,2,96.53,0.0,45.44,90.88,193.06,102.18,52.9,Sul,Porto Alegre,Loja Fisica,Pix,785
104695,2024-01-25,2024,1,2024-01,T1,Thursday,1012,Jogo de Panelas,Casa e Decoracao,5,378.74,0.0,165.95,829.75,1893.7,1063.95,56.2,Nordeste,Fortaleza,App,Cartao De Credito,764
102603,2024-01-25,2024,1,2024-01,T1,Thursday,1004,Tablet,Eletronicos,1,958.97,0.0,701.26,701.26,958.97,257.71,26.9,Norte,Manaus,App,Cartao De Credito,782
104748,2024-01-25,2024,1,2024-01,T1,Thursday,1015,Cafe Especial,Alimentos,4,67.68,0.2,26.46,105.84,216.58,110.74,51.1,Norte,Manaus,App,Cartao De Credito,320
109932,2024-01-25,2024,1,2024-01,T1,Thursday,1017,Azeite Extra Virgem,Alimentos,1,66.45,0.05,28.79,28.79,63.13,34.34,54.4,Centro-Oeste,Goiania,App,Dinheiro,200
108174,2024-01-25,2024,1,2024-01,T1,Thursday,1001,Notebook,Eletronicos,3,3581.1,0.0,2220.02,6660.06,10743.3,4083.24,38.0,Sudeste,Belo Horizonte,App,Pix,400
107674,2024-01-25,2024,1,2024-01,T1,Thursday,1020,Bicicleta,Esportes,1,932.48,0.05,640.91,640.91,885.86,244.95,27.7,Norte,Belem,App,Dinheiro,419
109926,2024-01-26,2024,1,2024-01,T1,Friday,1006,Camiseta,Vestuario,1,50.18,0.15,25.27,25.27,42.65,17.38,40.8,Nordeste,Salvador,App,Pix,500
102470,2024-01-26,2024,1,2024-01,T1,Friday,1002,Fone de Ouvido,Eletronicos,1,636.23,0.0,64.73,64.73,636.23,571.5,89.8,Centro-Oeste,Brasilia,Loja Fisica,Pix,257
106561,2024-01-26,2024,1,2024-01,T1,Friday,1018,Bola de Futebol,Esportes,1,150.12,0.0,53.27,53.27,150.12,96.85,64.5,Sudeste,Sao Paulo,Loja Fisica,Pix,407
111477,2024-01-26,2024,1,2024-01,T1,Friday,1002,Fone de Ouvido,Eletronicos,1,636.23,0.0,64.73,64.73,636.23,571.5,89.8,Centro-Oeste,Brasilia,Loja Fisica,Boleto,781
100563,2024-01-26,2024,1,2024-01,T1,Friday,1014,Cortina,Casa e Decoracao,1,210.43,0.0,80.34,80.34,210.43,130.09,61.8,Centro-Oeste,Brasilia,E-commerce,Pix,340
104393,2024-01-26,2024,1,2024-01,T1,Friday,1011,Luminaria,Casa e Decoracao,2,96.53,0.0,45.44,90.88,193.06,102.18,52.9,Norte,Belem,E-commerce,Cartao De Credito,523
109368,2024-01-26,2024,1,2024-01,T1,Friday,1012,Jogo de Panelas,Casa e Decoracao,2,378.74,0.05,165.95,331.9,719.61,387.71,53.9,Norte,Belem,App,Boleto,401
109969,2024-01-26,2024,1,2024-01,T1,Friday,1001,Notebook,Eletronicos,1,3581.1,0.0,2220.02,2220.02,3581.1,1361.08,38.0,Centro-Oeste,Brasilia,E-commerce,Pix,760
107779,2024-01-26,2024,1,2024-01,T1,Friday,1022,Kit Skincare,Beleza,1,143.23,0.15,61.92,61.92,121.75,59.83,49.1,Centro-Oeste,Goiania,E-commerce,Pix,365
105894,2024-01-26,2024,1,2024-01,T1,Friday,1012,Jogo de Panelas,Casa e Decoracao,2,378.74,0.0,165.95,331.9,757.48,425.58,56.2,Sudeste,Sao Paulo,App,Dinheiro,713
101315,2024-01-26,2024,1,2024-01,T1,Friday,1011,Luminaria,Casa e Decoracao,1,96.53,0.0,45.44,45.44,96.53,51.09,52.9,Norte,Manaus,Loja Fisica,Pix,85
109227,2024-01-26,2024,1,2024-01,T1,Friday,1002,Fone de Ouvido,Eletronicos,1,636.23,0.1,64.73,64.73,572.61,507.88,88.7,Sul,Curitiba,E-commerce,Dinheiro,139
103226,2024-01-26,2024,1,2024-01,T1,Friday,1005,Mouse Gamer,Eletronicos,3,204.85,0.05,43.5,130.5,583.82,453.32,77.6,Sudeste,Belo Horizonte,App,Pix,359
107900,2024-01-26,2024,1,2024-01,T1,Friday,1013,Almofada,Casa e Decoracao,1,33.06,0.0,20.74,20.74,33.06,12.32,37.3,Nordeste,Recife,E-commerce,Boleto,10
108074,2024-01-27,2024,1,2024-01,T1,Saturday,1012,Jogo de Panelas,Casa e Decoracao,3,378.74,0.05,165.95,497.85,1079.41,581.56,53.9,Sudeste,Belo Horizonte,E-commerce,Pix,64
105393,2024-01-27,2024,1,2024-01,T1,Saturday,1021,Perfume,Beleza,5,235.41,0.2,98.2,491.0,941.64,450.64,47.9,Norte,Manaus,Loja Fisica,Boleto,642
111507,2024-01-27,2024,1,2024-01,T1,Saturday,1004,Tablet,Eletronicos,2,958.97,0.0,701.26,1402.52,1917.94,515.42,26.9,Sudeste,Belo Horizonte,E-commerce,Cartao De Credito,97
105797,2024-01-27,2024,1,2024-01,T1,Saturday,1016,Chocolate Premium,Alimentos,1,58.81,0.2,12.14,12.14,47.05,34.91,74.2,Centro-Oeste,Goiania,App,Boleto,400
102661,2024-01-27,2024,1,2024-01,T1,Saturday,1001,Notebook,Eletronicos,3,3581.1,0.2,2220.02,6660.06,8594.64,1934.58,22.5,Nordeste,Fortaleza,Loja Fisica,Boleto,720
102485,2024-01-27,2024,1,2024-01,T1,Saturday,1022,Kit Skincare,Beleza,4,143.23,0.05,61.92,247.68,544.27,296.59,54.5,Norte,Manaus,Loja Fisica,Pix,117
108706,2024-01-27,2024,1,2024-01,T1,Saturday,1017,Azeite Extra Virgem,Alimentos,3,66.45,0.0,28.79,86.37,199.35,112.98,56.7,Sudeste,Sao Paulo,App,Dinheiro,372
100024,2024-01-27,2024,1,2024-01,T1,Saturday,1001,Notebook,Eletronicos,1,3581.1,0.1,2220.02,2220.02,3222.99,1002.97,31.1,Sudeste,Belo Horizonte,Loja Fisica,Cartao De Debito,195
102186,2024-01-27,2024,1,2024-01,T1,Saturday,1021,Perfume,Beleza,2,235.41,0.0,98.2,196.4,470.82,274.42,58.3,Sudeste,Sao Paulo,Loja Fisica,Cartao De Debito,583
106976,2024-01-27,2024,1,2024-01,T1,Saturday,1011,Luminaria,Casa e Decoracao,4,96.53,0.0,45.44,181.76,386.12,204.36,52.9,Nordeste,Fortaleza,App,Dinheiro,158
104586,2024-01-27,2024,1,2024-01,T1,Saturday,1017,Azeite Extra Virgem,Alimentos,2,66.45,0.15,28.79,57.58,112.96,55.38,49.0,Norte,Belem,Loja Fisica,Dinheiro,311
109949,2024-01-27,2024,1,2024-01,T1,Saturday,1019,Halteres,Esportes,2,290.04,0.0,107.57,215.14,580.08,364.94,62.9,Nordeste,Salvador,App,Boleto,301
104879,2024-01-27,2024,1,2024-01,T1,Saturday,1002,Fone de Ouvido,Eletronicos,1,636.23,0.05,64.73,64.73,604.42,539.69,89.3,Norte,Belem,App,Dinheiro,627
109881,2024-01-28,2024,1,2024-01,T1,Sunday,1005,Mouse Gamer,Eletronicos,1,204.85,0.0,43.5,43.5,204.85,161.35,78.8,Nordeste,Fortaleza,App,Boleto,395
106211,2024-01-28,2024,1,2024-01,T1,Sunday,1013,Almofada,Casa e Decoracao,4,33.06,0.0,20.74,82.96,132.24,49.28,37.3,Centro-Oeste,Goiania,Loja Fisica,Cartao De Credito,441
100186,2024-01-28,2024,1,2024-01,T1,Sunday,1016,Chocolate Premium,Alimentos,1,58.81,0.15,12.14,12.14,49.99,37.85,75.7,Centro-Oeste,Brasilia,E-commerce,Cartao De Credito,295
109425,2024-01-28,2024,1,2024-01,T1,Sunday,1000,Smartphone,Eletronicos,1,1360.88,0.0,1004.62,1004.62,1360.88,356.26,26.2,Centro-Oeste,Goiania,Loja Fisica,Cartao De Debito,166
103789,2024-01-28,2024,1,2024-01,T1,Sunday,1020,Bicicleta,Esportes,1,932.48,0.0,640.91,640.91,932.48,291.57,31.3,Centro-Oeste,Goiania,App,Dinheiro,550
101362,2024-01-28,2024,1,2024-01,T1,Sunday,1021,Perfume,Beleza,4,235.41,0.1,98.2,392.8,847.48,454.68,53.7,Sudeste,Belo Horizonte,Loja Fisica,Pix,180
104696,2024-01-28,2024,1,2024-01,T1,Sunday,1012,Jogo de Panelas,Casa e Decoracao,1,378.74,0.0,165.95,165.95,378.74,212.79,56.2,Sul,Curitiba,E-commerce,Boleto,751
105107,2024-01-28,2024,1,2024-01,T1,Sunday,1011,Luminaria,Casa e Decoracao,4,96.53,0.0,45.44,181.76,386.12,204.36,52.9,Centro-Oeste,Brasilia,App,Boleto,22
