venda_id,data_venda,produto_id,produto,categoria,preco_unitario,quantidade,desconto,valor_total,regiao,cidade,canal,forma_pagamento,cliente_id,custo_unitario
102468,2024-05-11,1011,Luminaria,Casa e Decoracao,96.53,1,0.0,96.53,Centro-Oeste,Brasilia,Loja Fisica,Dinheiro,785,45.44
101088,2024-11-23,1010,Vestido,Vestuario,301.62,1,0.0,301.62,Centro-Oeste,Goiania,Loja Fisica,Cartao de Debito,376,92.56
108556,16/09/2025,1019,Halteres,Esportes,290.04,1,0.0,290.04,Nordeste,Recife,Loja Fisica,Boleto,201,107.57
106744,2024-03-07,1002,Fone de Ouvido,Eletronicos,636.23,1,0.0,636.23,Sudeste,Sao Paulo,E-commerce,Boleto,57,64.73
102447,2025-08-29,1012,Jogo de Panelas,Casa e Decoracao,378.74,1,0.1,340.87,Centro-Oeste,Brasilia,E-commerce,PIX,96,165.95
107765,2024-02-26,1006,Camiseta,Vestuario,50.18,1,0.15,42.65,Nordeste,Salvador,Loja Fisica,Pix,273,25.27
100605,2024-05-23,1023,Secador de Cabelo,Beleza,179.55,1,0.0,179.55,Sul,Porto Alegre,E-commerce,Cartao de Credito,510,72.83
102518,2024-05-21,1022,Kit Skincare,Beleza,143.23,2,0.2,229.17,Sul,Curitiba,Loja Fisica,PIX,21,61.92
107159,2024-01-23,1008,Tenis,Vestuario,405.85,1,0.05,385.56,Centro-Oeste,Goiania,App,Pix,254,97.94
104112,2025-05-21,1013,Almofada,Casa e Decoracao,33.06,3,0.0,99.18,Nordeste,Recife,App,pix,262,20.74
104161,2024-12-16,1023,Secador de Cabelo,  BELEZA  ,179.55,3,0.0,538.65,Norte,Belem,App,Cartao de Credito,522,72.83
101001,2025-01-04,1008,Tenis,Vestuario,405.85,2,0.1,730.53,Centro-Oeste,Brasilia,App,Dinheiro,25,97.94
100196,2025-03-24,1004,Tablet,Eletronicos,958.97,3,0.0,2876.91,Centro-Oeste,Brasilia,E-commerce,Cartao de Credito,291,701.26
108957,01/12/2024,1019,Halteres,ESPORTES,290.04,1,0.1,261.04,Centro-Oeste,Brasilia,Loja Fisica,Cartao de Credito,28,107.57
104616,2024-09-23,1001,Notebook,Eletronicos,3581.1,2,0.2,5729.76,Norte,Belem,Loja Fisica,Dinheiro,795,2220.02
102318,2024-12-02,1017,Azeite Extra Virgem,Alimentos,66.45,1,0.05,63.13,Sul,Curitiba,App,Cartao de Credito,466,28.79
111665,22/08/2024,1013,Almofada,Casa e Decoracao,33.06,5,0.0,165.3,Norte,Belem,Loja Fisica,Dinheiro,258,20.74
107023,2024-07-20,1023,Secador de Cabelo,Beleza,179.55,1,0.0,179.55,Sudeste,Sao Paulo,App,Cartao de Debito,713,72.83
107990,2025-01-11,1013,Almofada,  Casa e Decoracao  ,33.06,1,0.0,33.06,Centro-Oeste,Brasilia,App,Pix,225,20.74
110416,2024-08-26,1001,Notebook,Eletronicos,3581.1,1,0.05,3402.04,Sudeste,Belo Horizonte,App,Cartao de Debito,506,2220.02
104861,2025-03-09,1018,Bola de Futebol,Esportes,150.12,1,0.0,150.12,Norte,Belem,Loja Fisica,Pix,135,53.27
105262,2025-06-02,1000,Smartphone,Eletronicos,1360.88,1,0.1,1224.79,Centro-Oeste,Brasilia,App,Boleto,133,1004.62
110245,2024-09-26,1013,Almofada,Casa e Decoracao,33.06,1,0.0,33.06,Centro-Oeste,Goiania,E-commerce,Pix,187,20.74
108482,2024-10-18,1022,Kit Skincare,  Beleza  ,143.23,3,0.05,408.21,Sudeste,Sao Paulo,Loja Fisica,Dinheiro,454,61.92
110493,2024-06-27,1012,Jogo de Panelas,Casa e Decoracao,378.74,4,0.0,1514.96,Centro-Oeste,Brasilia,App,Cartao de Debito,519,165.95
110977,2026-02-12,1022,Kit Skincare,Beleza,143.23,1,0.0,143.23,Nordeste,Salvador,E-commerce,Boleto,596,61.92
106714,25/05/2024,1020,Bicicleta,Esportes,932.48,1,0.0,932.48,Nordeste,Recife,E-commerce,Boleto,62,640.91
111050,2024-07-20,1011,Luminaria,Casa e Decoracao,96.53,1,0.0,96.53,Sudeste,Rio de Janeiro,App,Cartao de Credito,777,45.44
109344,2026-07-15,1017,Azeite Extra Virgem,Alimentos,66.45,1,0.0,66.45,Sul,Porto Alegre,E-commerce,Pix,74,28.79
108278,2025-12-19,1001,Notebook,Eletronicos,3581.1,1,0.1,3222.99,Sudeste,Belo Horizonte,Loja Fisica,Dinheiro,347,2220.02
111420,2025-04-30,1014,Cortina,Casa e Decoracao,210.43,1,0.0,210.43,Centro-Oeste,Brasilia,App,Pix,192,80.34
103444,2025-06-02,1019,Halteres,Esportes,290.04,3,0.0,870.12,Nordeste,Salvador,Loja Fisica,Dinheiro,478,107.57
102470,2024-01-26,1002,Fone de Ouvido,Eletronicos,636.23,1,0.0,636.23,Centro-Oeste,Brasilia,Loja Fisica,pix,257,64.73
108796,2026-01-21,1006,Camiseta,Vestuario,50.18,1,0.0,50.18,Sul,Porto Alegre,App,Cartao de Credito,617,25.27
106954,2026-06-06,1016,Chocolate Premium,Alimentos,58.81,2,0.0,117.62,Norte,Belem,Loja Fisica,Dinheiro,521,12.14
104035,2024-10-27,1000,Smartphone,Eletronicos,1360.88,2,0.0,2721.76,Norte,Manaus,E-commerce,Dinheiro,799,1004.62
104148,2025-08-19,1005,Mouse Gamer,ELETRONICOS,204.85,2,0.0,409.7,Norte,Manaus,App,pix,241,43.5
100601,2025-08-27,1019,Halteres,Esportes,290.04,3,0.05,826.61,Sudeste,Sao Paulo,App,Cartao de Credito,12,107.57
108711,2024-03-03,1018,Bola de Futebol,Esportes,150.12,3,0.0,450.36,Norte,Manaus,E-commerce,PIX,108,53.27
111225,2024-11-06,1012,Jogo de Panelas,Casa e Decoracao,378.74,1,0.15,321.93,Norte,Manaus,App,Dinheiro,591,165.95
107944,2026-07-14,1017,Azeite Extra Virgem,  Alimentos  ,66.45,3,0.0,199.35,Centro-Oeste,Brasilia,Loja Fisica,PIX,510,28.79
106659,2025-03-10,1001,Notebook,Eletronicos,3581.1,2,0.0,7162.2,Sul,Florianopolis,Loja Fisica,Pix,581,2220.02
102320,2024-06-21,1005,Mouse Gamer,ELETRONICOS,204.85,1,0.0,204.85,Centro-Oeste,Goiania,Loja Fisica,pix,608,43.5
107041,2025-10-29,1014,Cortina,Casa e Decoracao,210.43,1,0.1,189.39,Sudeste,Sao Paulo,App,Cartao de Debito,624,80.34
102046,2025-10-19,1009,Jaqueta,Vestuario,173.9,5,0.0,869.5,Centro-Oeste,Brasilia,App,Boleto,483,132.38
101392,2026-06-25,1010,Vestido,Vestuario,301.62,3,0.0,904.86,Sul,Porto Alegre,Loja Fisica,Boleto,716,92.56
107577,2025-05-18,1006,Camiseta,Vestuario,50.18,3,0.05,143.01,Sul,,App,Cartao de Debito,470,25.27
101985,2026-06-01,1020,Bicicleta,  Esportes  ,932.48,2,0.0,1864.96,Centro-Oeste,,App,Pix,388,640.91
104816,2025-04-18,1007,Calca Jeans,Vestuario,180.96,1,0.1,162.86,Centro-Oeste,Goiania,E-commerce,Pix,609,75.6
107515,2025-11-05,1020,Bicicleta,Esportes,932.48,1,0.0,932.48,Nordeste,Recife,App,Boleto,3,640.91
107139,2024-08-30,1006,Camiseta,Vestuario,50.18,1,0.0,50.18,Centro-Oeste,Brasilia,E-commerce,Cartao de Credito,259,25.27
100934,2026-03-16,1021,Perfume,Beleza,235.41,3,0.0,706.23,Nordeste,Recife,Loja Fisica,Dinheiro,34,98.2
107999,2025-10-25,1000,Smartphone,Eletronicos,1360.88,1,0.1,1224.79,Norte,Belem,Loja Fisica,Pix,418,1004.62
100022,14/12/2025,1016,Chocolate Premium,ALIMENTOS,58.81,1,0.0,58.81,Sudeste,Rio de Janeiro,E-commerce,Pix,434,12.14
102460,2024-08-21,1004,Tablet,Eletronicos,958.97,2,0.2,1534.35,Sudeste,Sao Paulo,App,Pix,788,701.26
103563,2024-09-11,1005,Mouse Gamer,Eletronicos,204.85,1,0.05,194.61,Sudeste,Rio de Janeiro,Loja Fisica,pix,420,43.5
102938,2025-02-04,1021,Perfume,Beleza,235.41,1,0.05,223.64,Norte,Manaus,App,Cartao de Debito,165,98.2
109030,2025-04-14,1016,Chocolate Premium,Alimentos,58.81,1,0.0,58.81,Norte,Manaus,App,Dinheiro,96,12.14
106249,2025-12-22,1003,Smart TV,ELETRONICOS,2850.57,3,0.0,8551.71,Sul,Curitiba,Loja Fisica,Dinheiro,782,2035.31
102716,2026-05-10,1014,Cortina,Casa e Decoracao,210.43,2,0.05,399.82,Sudeste,Belo Horizonte,E-commerce,Pix,292,80.34
107261,2024-05-14,1013,Almofada,Casa e Decoracao,33.06,2,0.1,59.51,Nordeste,Recife,Loja Fisica,Dinheiro,214,20.74
102260,2025-05-09,1007,Calca Jeans,Vestuario,180.96,2,0.0,361.92,Nordeste,Fortaleza,App,Cartao de Debito,331,75.6
105866,2026-02-20,1006,Camiseta,Vestuario,50.18,3,0.05,143.01,Centro-Oeste,Goiania,Loja Fisica,Cartao de Debito,729,25.27
104742,2025-09-30,1008,Tenis,Vestuario,405.85,2,0.0,811.7,Norte,Manaus,E-commerce,Cartao de Credito,26,97.94
111012,2025-08-16,1022,Kit Skincare,Beleza,143.23,1,0.1,-128.91,Sul,Curitiba,Loja Fisica,Cartao de Credito,605,61.92
105952,2026-04-11,1000,Smartphone,Eletronicos,1360.88,2,0.0,2721.76,Centro-Oeste,Goiania,E-commerce,Cartao de Debito,331,1004.62
102368,2025-01-01,1022,Kit Skincare,Beleza,143.23,1,0.0,143.23,Sul,Florianopolis,E-commerce,,555,61.92
111152,2026-02-23,1021,Perfume,BELEZA,235.41,2,0.0,470.82,Nordeste,Fortaleza,Loja Fisica,Cartao de Debito,291,98.2
111072,2024-02-11,1006,Camiseta,Vestuario,50.18,2,0.0,100.36,Nordeste,Recife,App,Cartao de Debito,704,25.27
100209,2024-06-15,1022,Kit Skincare,BELEZA,143.23,3,0.05,408.21,Sul,Porto Alegre,Loja Fisica,Boleto,70,61.92
106529,2025-06-24,1023,Secador de Cabelo,Beleza,179.55,1,0.0,179.55,Norte,Belem,E-commerce,Dinheiro,758,72.83
105926,2025-06-15,1010,Vestido,Vestuario,301.62,1,0.0,-301.62,Norte,Belem,E-commerce,Cartao de Debito,443,92.56
102324,2025-01-31,1001,Notebook,Eletronicos,3581.1,2,0.2,5729.76,Sudeste,Sao Paulo,Loja Fisica,Cartao de Debito,494,2220.02
102005,2024-09-25,1016,Chocolate Premium,ALIMENTOS,58.81,1,0.0,58.81,Norte,Manaus,E-commerce,Dinheiro,484,12.14
101954,2025-04-04,1003,Smart TV,Eletronicos,2850.57,2,0.0,5701.14,Norte,Belem,Loja Fisica,Boleto,551,2035.31
101561,2025-05-11,1022,Kit Skincare,Beleza,143.23,1,0.1,128.91,Norte,Manaus,App,Dinheiro,80,61.92
106056,2025-05-13,1005,Mouse Gamer,Eletronicos,204.85,1,0.0,204.85,Sul,Porto Alegre,E-commerce,Boleto,10,43.5
105614,2024-09-10,1010,Vestido,Vestuario,301.62,4,0.0,1206.48,Nordeste,Fortaleza,E-commerce,Cartao de Debito,81,92.56
109143,2024-02-09,1010,Vestido,Vestuario,301.62,1,0.0,301.62,Centro-Oeste,Goiania,App,Pix,377,92.56
109233,2024-08-23,1000,Smartphone,  Eletronicos  ,1360.88,2,0.1,2449.58,Nordeste,Fortaleza,Loja Fisica,Pix,565,1004.62
110080,2024-10-30,1012,Jogo de Panelas,Casa e Decoracao,378.74,1,0.0,378.74,Sul,Porto Alegre,Loja Fisica,PIX,346,165.95
101356,2026-04-14,1006,Camiseta,Vestuario,50.18,1,0.0,50.18,Nordeste,Salvador,E-commerce,Pix,576,25.27
110925,2024-07-17,1019,Halteres,Esportes,290.04,1,0.0,290.04,Norte,Manaus,App,Dinheiro,376,107.57
103102,2026-03-05,1001,Notebook,Eletronicos,3581.1,2,0.0,7162.2,Centro-Oeste,Goiania,Loja Fisica,pix,647,2220.02
110202,2025-06-04,1023,Secador de Cabelo,Beleza,179.55,2,0.05,341.14,Norte,,App,Boleto,517,72.83
106617,2024-04-07,1002,Fone de Ouvido,Eletronicos,636.23,1,0.15,540.8,Norte,Belem,E-commerce,Boleto,602,64.73
109942,2024-05-27,1000,Smartphone,Eletronicos,1360.88,2,0.05,2585.67,Norte,Manaus,App,Cartao de Credito,169,1004.62
104782,2024-09-17,1010,Vestido,Vestuario,301.62,2,0.0,603.24,Nordeste,Recife,E-commerce,Cartao de Credito,268,92.56
104278,20/07/2024,1017,Azeite Extra Virgem,Alimentos,66.45,3,0.1,179.42,Nordeste,Fortaleza,App,Cartao de Debito,765,28.79
103827,2025-07-26,1007,Calca Jeans,Vestuario,180.96,2,0.0,361.92,Centro-Oeste,Goiania,App,Dinheiro,24,75.6
103418,2024-02-29,1016,Chocolate Premium,Alimentos,58.81,1,0.0,58.81,Norte,Manaus,E-commerce,Cartao de Debito,750,12.14
100491,2025-12-24,1015,Cafe Especial,Alimentos,67.68,4,0.0,270.72,Centro-Oeste,Goiania,App,Dinheiro,252,26.46
100833,2024-07-28,1006,Camiseta,Vestuario,50.18,1,0.15,42.65,Centro-Oeste,Brasilia,Loja Fisica,Dinheiro,162,25.27
104797,2026-06-03,1014,Cortina,Casa e Decoracao,210.43,1,0.1,189.39,Sul,Florianopolis,App,Pix,682,80.34
111016,2024-07-24,1020,Bicicleta,Esportes,932.48,2,0.0,1864.96,Sul,Curitiba,Loja Fisica,Cartao de Credito,10,640.91
110624,2026-06-06,1007,Calca Jeans,Vestuario,180.96,3,0.05,515.74,Nordeste,Fortaleza,Loja Fisica,Cartao de Debito,761,75.6
102212,2024-12-22,1011,Luminaria,Casa e Decoracao,96.53,1,0.0,96.53,Sul,Curitiba,E-commerce,Boleto,398,45.44
102909,2025-07-14,1002,Fone de Ouvido,Eletronicos,636.23,1,0.2,508.98,Centro-Oeste,Goiania,E-commerce,Cartao de Credito,36,64.73
100822,2024-12-31,1014,Cortina,CASA E DECORACAO,210.43,1,0.05,199.91,Sul,Porto Alegre,Loja Fisica,Cartao de Credito,398,80.34
102936,31/08/2024,1021,Perfume,Beleza,235.41,1,0.0,235.41,Centro-Oeste,Brasilia,Loja Fisica,pix,482,98.2
108958,2025-01-13,1020,Bicicleta,Esportes,932.48,4,0.1,3356.93,Sudeste,Sao Paulo,Loja Fisica,Dinheiro,217,640.91
108071,2024-11-25,1020,Bicicleta,Esportes,932.48,1,0.0,932.48,Sul,Porto Alegre,Loja Fisica,Pix,622,640.91
104921,2026-05-18,1010,Vestido,Vestuario,301.62,3,0.0,904.86,Norte,Manaus,E-commerce,Cartao de Credito,164,92.56
111796,2024-03-28,1018,Bola de Futebol,Esportes,150.12,1,0.0,150.12,Norte,Belem,Loja Fisica,Cartao de Debito,676,53.27
111479,2026-03-31,1013,Almofada,  Casa e Decoracao  ,33.06,1,0.05,31.41,Sudeste,Sao Paulo,App,Cartao de Debito,340,20.74
104978,2025-07-30,1021,Perfume,Beleza,235.41,5,0.0,1177.05,Nordeste,Recife,App,Pix,699,98.2
110684,2024-08-24,1008,Tenis,Vestuario,405.85,4,0.0,1623.4,Norte,Manaus,Loja Fisica,Boleto,11,97.94
110600,2025-12-03,1010,Vestido,Vestuario,301.62,4,0.0,1206.48,Sudeste,Sao Paulo,E-commerce,Boleto,556,92.56
107065,2024-08-16,1001,Notebook,Eletronicos,3581.1,1,0.05,3402.04,Centro-Oeste,Brasilia,Loja Fisica,PIX,389,2220.02
110607,2025-04-06,1011,Luminaria,Casa e Decoracao,96.53,3,0.15,246.15,Sudeste,Sao Paulo,App,Dinheiro,647,45.44
107143,2025-07-17,1012,Jogo de Panelas,Casa e Decoracao,378.74,5,0.05,1799.02,Sul,Curitiba,E-commerce,Pix,482,165.95
110786,2025-10-16,1000,Smartphone,ELETRONICOS,1360.88,1,0.2,1088.7,Sul,Porto Alegre,App,Cartao de Debito,318,1004.62
101453,2024-05-11,1013,Almofada,Casa e Decoracao,33.06,1,0.05,31.41,Sul,Porto Alegre,Loja Fisica,pix,468,20.74
105954,2024-10-14,1004,Tablet,Eletronicos,958.97,1,0.05,911.02,Nordeste,Fortaleza,E-commerce,Cartao de Debito,370,701.26
109376,2025-10-25,1021,Perfume,Beleza,235.41,1,0.0,235.41,Nordeste,Salvador,Loja Fisica,Cartao de Credito,709,98.2
100507,2024-04-04,1023,Secador de Cabelo,Beleza,179.55,1,0.05,170.57,Sudeste,Belo Horizonte,App,PIX,366,72.83
100245,2024-12-14,1011,Luminaria,Casa e Decoracao,96.53,2,0.1,173.75,Norte,Belem,Loja Fisica,Boleto,713,45.44
108923,2026-06-16,1011,Luminaria,Casa e Decoracao,96.53,1,0.0,96.53,Centro-Oeste,Goiania,E-commerce,Dinheiro,761,45.44
107628,30/12/2024,1001,Notebook,Eletronicos,3581.1,1,0.1,3222.99,Nordeste,Recife,E-commerce,Cartao de Debito,17,2220.02
101140,2026-05-01,1001,Notebook,Eletronicos,3581.1,1,0.0,-3581.1,Nordeste,Fortaleza,App,Pix,75,2220.02
104059,2026-02-05,1009,Jaqueta,Vestuario,173.9,1,0.2,139.12,Sudeste,Belo Horizonte,App,Pix,106,132.38
102481,2024-04-19,1004,Tablet,Eletronicos,958.97,1,0.1,863.07,Centro-Oeste,Goiania,Loja Fisica,Pix,681,701.26
110199,2024-08-11,1020,Bicicleta,Esportes,932.48,1,0.0,932.48,Sudeste,Belo Horizonte,App,Cartao de Debito,236,640.91
104961,2026-02-10,1013,Almofada,Casa e Decoracao,33.06,1,0.0,33.06,Sul,Porto Alegre,App,Boleto,786,20.74
100499,2024-09-02,1020,Bicicleta,Esportes,932.48,3,0.1,2517.7,Nordeste,Fortaleza,E-commerce,Cartao de Debito,181,640.91
109988,2026-05-20,1010,Vestido,Vestuario,301.62,1,0.0,301.62,Centro-Oeste,Brasilia,Loja Fisica,Pix,332,92.56
101735,2025-05-07,1020,Bicicleta,Esportes,932.48,3,0.05,2657.57,Norte,Belem,Loja Fisica,Pix,190,640.91
103206,2025-03-30,1021,Perfume,Beleza,235.41,2,0.2,376.66,Sudeste,Belo Horizonte,E-commerce,Dinheiro,708,98.2
110360,2025-06-01,1015,Cafe Especial,Alimentos,67.68,1,0.2,54.14,Centro-Oeste,Goiania,App,Boleto,513,26.46
105096,2025-04-06,1008,Tenis,Vestuario,405.85,1,0.0,405.85,Sudeste,Sao Paulo,Loja Fisica,Cartao de Credito,315,97.94
105674,2024-11-12,1008,Tenis,Vestuario,405.85,1,0.0,405.85,Sudeste,Rio de Janeiro,E-commerce,Pix,153,97.94
108363,2025-04-23,1019,Halteres,Esportes,290.04,1,0.1,261.04,Centro-Oeste,Brasilia,Loja Fisica,Boleto,417,107.57
103157,2024-05-15,1023,Secador de Cabelo,Beleza,179.55,1,0.0,179.55,Nordeste,Fortaleza,App,Cartao de Credito,94,72.83
103801,2025-03-22,1012,Jogo de Panelas,Casa e Decoracao,378.74,2,0.15,643.86,Sul,Florianopolis,Loja Fisica,Cartao de Debito,207,165.95
102152,2025-04-03,1009,Jaqueta,Vestuario,173.9,1,0.0,173.9,Nordeste,Fortaleza,Loja Fisica,Cartao de Credito,311,132.38
111745,2025-10-24,1019,Halteres,Esportes,290.04,1,0.0,290.04,Norte,,Loja Fisica,Boleto,632,107.57
101751,2024-09-21,1000,Smartphone,Eletronicos,1360.88,1,0.0,1360.88,Sudeste,Belo Horizonte,App,Pix,361,1004.62
108002,2024-09-24,1019,Halteres,Esportes,290.04,2,0.0,580.08,Norte,Manaus,App,Pix,46,107.57
108045,2024-06-26,1021,Perfume,Beleza,235.41,2,0.05,447.28,Centro-Oeste,Goiania,App,Cartao de Debito,655,98.2
110184,2025-03-23,1000,Smartphone,Eletronicos,1360.88,1,0.0,1360.88,Nordeste,Fortaleza,App,Cartao de Credito,347,1004.62
107588,2026-01-29,1013,Almofada,Casa e Decoracao,33.06,1,0.2,26.45,Norte,Belem,Loja Fisica,Cartao de Debito,168,20.74
111136,2026-01-28,1008,Tenis,Vestuario,405.85,2,0.05,771.12,Nordeste,Fortaleza,App,Boleto,94,97.94
101073,2025-02-09,1022,Kit Skincare,BELEZA,143.23,2,0.2,229.17,Sudeste,Rio de Janeiro,App,Cartao de Debito,67,61.92
103923,2025-04-24,1017,Azeite Extra Virgem,Alimentos,66.45,1,0.05,63.13,Sudeste,Sao Paulo,App,Dinheiro,366,28.79
104412,2024-12-23,1009,Jaqueta,Vestuario,173.9,3,0.0,521.7,Sul,Curitiba,App,Cartao de Credito,175,132.38
107552,2024-05-20,1010,Vestido,Vestuario,301.62,2,0.0,603.24,Centro-Oeste,Brasilia,E-commerce,Cartao de Credito,612,92.56
101831,2025-10-16,1021,Perfume,Beleza,235.41,4,0.0,941.64,Sudeste,Rio de Janeiro,App,Cartao de Debito,348,98.2
111965,2026-03-14,1011,Luminaria,Casa e Decoracao,96.53,3,0.05,275.11,Norte,Belem,App,Dinheiro,231,45.44
100665,2025-03-11,1023,Secador de Cabelo,Beleza,179.55,2,0.0,359.1,Norte,Manaus,E-commerce,Cartao de Debito,552,72.83
111623,2025-06-02,1019,Halteres,Esportes,290.04,1,0.0,290.04,Nordeste,Recife,Loja Fisica,Pix,26,107.57
110256,20/06/2024,1021,Perfume,BELEZA,235.41,1,0.0,235.41,Sul,Curitiba,Loja Fisica,Cartao de Debito,298,98.2
100940,2026-03-15,1015,Cafe Especial,Alimentos,67.68,4,0.0,270.72,Norte,Belem,App,Pix,543,26.46
105670,2026-02-18,1005,Mouse Gamer,Eletronicos,204.85,1,0.0,204.85,Norte,Manaus,App,Cartao de Credito,284,43.5
105353,2026-06-30,1010,Vestido,Vestuario,301.62,2,0.1,542.92,Sudeste,Rio de Janeiro,E-commerce,Pix,531,92.56
101273,2025-08-17,1009,Jaqueta,Vestuario,173.9,2,0.0,347.8,Centro-Oeste,Goiania,E-commerce,Cartao de Debito,343,132.38
103084,2026-06-17,1000,Smartphone,Eletronicos,1360.88,1,0.05,1292.84,Sul,Porto Alegre,E-commerce,Cartao de Debito,651,1004.62
110286,2026-01-29,1014,Cortina,Casa e Decoracao,210.43,1,0.0,210.43,Norte,Manaus,E-commerce,Cartao de Debito,466,80.34
104629,2024-02-14,1015,Cafe Especial,Alimentos,67.68,3,0.0,203.04,Centro-Oeste,Brasilia,App,Boleto,57,26.46
106220,2025-08-09,1018,Bola de Futebol,  Esportes  ,150.12,2,0.05,285.23,Norte,Manaus,App,Cartao de Credito,366,53.27
107612,2024-04-03,1000,Smartphone,Eletronicos,1360.88,4,0.0,5443.52,Nordeste,Recife,E-commerce,pix,758,1004.62
111294,04/07/2024,1002,Fone de Ouvido,Eletronicos,636.23,2,0.0,1272.46,Sudeste,Rio de Janeiro,E-commerce,Pix,500,64.73
102775,2024-07-04,1010,Vestido,Vestuario,301.62,1,0.0,301.62,Centro-Oeste,Brasilia,App,PIX,416,92.56
102933,2024-08-01,1023,Secador de Cabelo,Beleza,179.55,1,0.0,179.55,Norte,Belem,Loja Fisica,Dinheiro,145,72.83
108221,2026-02-15,1020,Bicicleta,Esportes,932.48,1,0.0,932.48,Sudeste,Sao Paulo,Loja Fisica,Boleto,21,640.91
103332,2025-02-22,1019,Halteres,Esportes,290.04,4,0.1,1044.14,Sudeste,Rio de Janeiro,E-commerce,pix,724,107.57
